날짜,삼성전자,SK하이닉스,NAVER,KODEX200,KODEX채권,기준금리,국고채3년,VIX
2021-03-08,-0.0012180267965895553,-0.03214285714285714,-0.02384105960264904,-0.009415895308011457,-0.0014759239899144738,0.5,1.139,25.47
2021-03-09,-0.007317073170731714,0.007380073800737907,-0.018995929443690662,-0.006283228612856462,-0.0027919771714807196,0.5,1.206,24.03
2021-03-10,-0.00614250614250611,-0.02564102564102566,0.029045643153526868,-0.005728491137051428,0.00022645393721054674,0.5,1.182,22.56
2021-03-11,0.013597033374536549,0.03007518796992481,0.0040322580645162365,0.020409827155125626,0.0012863787922445802,0.5,1.179,21.91
2021-03-12,0.009756097560975618,0.021897810218978186,0.018741633199464536,0.008868884331637572,-0.0010688921549482089,0.5,1.223,20.69
2021-03-15,-0.012077294685990392,-0.025000000000000022,0.006570302233902758,-0.00485744456177406,-0.00016462090891322667,0.5,1.238,20.03
2021-03-16,0.012224938875305513,0.0293040293040292,0.006527415143603221,0.008356324278438132,0.0012348601006411108,0.5,1.177,19.79
2021-03-17,-0.006038647342995196,-0.003558718861209953,-0.005188067444876765,-0.00797137670674275,-0.00029805646628366933,0.5,1.177,19.23
2021-03-18,0.007290400972053357,0.014285714285714235,0.052151238591916504,0.0073194017184681215,0.00038039231813136176,0.5,1.133,21.58
2021-03-19,-0.012062726176115812,-0.028169014084507005,-0.0037174721189591198,-0.01060973041280544,5.1384820923816577e-05,0.5,1.146,20.95
2021-03-22,0.0012210012210012167,0.0,-0.013681592039801016,0.001729597402942984,0.0007193505292364399,0.5,1.13,18.88
2021-03-23,-0.0024390243902439046,-0.021739130434782594,-0.02648171500630514,-0.009403389470328816,0.0006161429451632117,0.5,1.132,20.3
2021-03-24,-0.009779951100244544,-0.011111111111111072,0.002590673575129543,-0.004612249275984137,0.00040024630541868333,0.5,1.115,21.2
2021-03-25,0.0024691358024691024,-0.0037453183520599342,-0.018087855297157618,0.0043911637931035585,0.0004924137506538973,0.5,1.089,19.81
2021-03-26,0.003694581280788256,0.015037593984962516,0.007894736842105177,0.00919990344124666,-5.12678540302014e-05,0.5,1.117,18.86
2021-03-29,0.0012269938650306678,-0.022222222222222254,-0.02872062663185382,-0.0018072609365864523,-0.0003999097639506566,0.5,1.119,20.74
2021-03-30,0.007352941176470562,0.018939393939394034,0.012096774193548487,0.011342456999840156,-0.0009642706933516987,0.5,1.155,19.61
2021-03-31,-0.009732360097323589,-0.014869888475836479,0.0013280212483399723,-0.0027379949452400743,0.00028750680261624417,0.5,1.133,19.4
2021-04-01,0.01842751842751844,0.060377358490566024,0.003978779840848823,0.009081309398099258,0.0004516665469065373,0.5,1.138,17.33
2021-04-02,0.022919179734619988,0.003558718861210064,0.0026420079260238705,0.011170992046881434,-4.104205784882797e-05,0.5,1.151,17.33
2021-04-05,0.007075471698113178,0.014184397163120588,-0.006587615283267456,0.002018059041163145,-0.001190268528684424,0.5,1.202,17.91
2021-04-06,0.007025761124121788,0.0,0.0305039787798409,0.0014201244545430924,9.245847073691138e-05,0.5,1.181,18.12
2021-04-07,-0.0046511627906976605,0.0034965034965035446,-0.01029601029601035,0.002423679867986861,0.0004006163328196255,0.5,1.181,17.16
2021-04-08,-0.010514018691588745,0.0034843205574912606,-0.007802340702210642,-0.0009516950460414231,0.0010678824097176687,0.5,1.152,16.95
2021-04-09,-0.012987012987012991,-0.02777777777777779,0.005242463958060384,-0.004814500141602895,-0.0005026001866800245,0.5,1.168,16.69
2021-04-12,-0.004784688995215336,-0.017857142857142905,0.0052151238591917615,0.0,0.000636262879192051,0.5,1.14,16.91
2021-04-13,0.009615384615384581,0.014545454545454639,0.0077821011673151474,0.011434780359083074,0.00012306934957839744,0.5,1.138,16.65
2021-04-14,0.0,-0.017921146953404965,0.007722007722007707,0.006906077348066253,0.0010767242970528557,0.5,1.102,16.99
2021-04-15,0.0011904761904761862,0.0036496350364962904,-0.0012771392081737387,0.0009398973733678595,-0.0007785050654046666,0.5,1.147,16.57
2021-04-16,-0.0023781212841854638,0.0,0.0012787723785165905,-0.0005837119001090851,-0.0002050293704572992,0.5,1.154,16.25
2021-04-19,-0.007151370679380209,0.0036363636363636598,-0.003831417624521105,-0.00012696800406297726,0.0007074963856164018,0.5,1.129,17.29
2021-04-20,0.007202881152460927,0.0036231884057971175,0.002564102564102555,0.006247619047619057,-7.172425099388757e-05,0.5,1.134,18.68
2021-04-21,-0.015494636471990453,-0.04332129963898912,-0.026854219948849067,-0.01794502915120766,0.00039963520478747405,0.5,1.11,17.5
2021-04-22,-0.002421307506053294,0.0037735849056603765,0.0,0.001593420714469218,0.00040971852337445824,0.5,1.105,18.71
2021-04-23,0.004854368932038833,-0.003759398496240629,-0.006570302233902758,0.0005388484039823283,-0.0004607445632140994,0.5,1.12,17.33
2021-04-26,0.008454106280193274,-0.007547169811320753,-0.001322751322751281,0.009155489446823761,-0.0009833748194585379,0.5,1.119,17.64
2021-04-27,-0.007185628742514938,0.026615969581748944,0.0066225165562914245,0.0011181702668361382,0.00045115711546550585,0.5,1.097,17.56
2021-04-28,-0.00965018094089265,-0.03703703703703709,-0.017105263157894735,-0.010610752906534016,0.000307468407621192,0.5,1.105,17.28
2021-04-29,-0.00487210718635811,0.0,-0.018741633199464536,-0.0033866995073891237,-7.172057663340503e-05,0.5,1.121,17.61
2021-04-30,-0.002447980416156681,-0.01538461538461533,-0.019099590723055893,-0.006950880444856367,-0.0008197225239257033,0.5,1.141,18.61
2021-05-03,0.0024539877300613355,0.02734375,0.009735744089012455,-0.006351428423290284,-4.1019751010118455e-05,0.5,1.149,18.31
2021-05-04,0.01101591187270512,0.0038022813688212143,0.004132231404958775,0.008374859766756337,8.20428673982132e-05,0.5,1.158,19.48
2021-05-06,-0.003631961259079941,-0.022727272727272707,-0.008230452674897082,0.0059767141009055,0.00013330872249217585,0.5,1.14,18.39
2021-05-07,-0.004860267314702349,0.003875968992248069,-0.0013831258644536604,0.006429875774800031,0.0002153161558888783,0.5,1.137,16.69
2021-05-10,0.015873015873015817,0.0038610038610038533,0.0027700831024930483,0.016764202294855757,0.0004305396096440095,0.5,1.136,19.66
2021-05-11,-0.024038461538461564,-0.05384615384615388,-0.035911602209944715,-0.01756855254228773,7.172572084357398e-05,0.5,1.128,21.84
2021-05-12,-0.014778325123152691,-0.028455284552845517,-0.017191977077363862,-0.01652681129758493,0.0,0.5,1.121,27.59
2021-05-13,-0.018750000000000044,-0.01673640167364021,-0.01603498542274051,-0.011497840903178846,-0.000307373899857577,0.5,1.123,23.13
2021-05-14,0.020382165605095537,0.008510638297872353,0.014814814814814836,0.00934210526315793,-5.124473460349499e-05,0.5,1.116,18.81
2021-05-17,-0.006242197253433224,-0.008438818565400852,0.004379562043795637,-0.004380132968322292,0.0008404567164790322,0.5,1.107,19.72
2021-05-18,0.0,0.029787234042553123,0.015988372093023173,0.011915049624217744,0.00024578076355896705,0.5,1.099,21.34
2021-05-20,-0.0012562814070351536,0.012396694214876103,0.0042918454935623185,-0.003157186481031027,0.00017405192890485033,0.5,1.103,20.67
2021-05-21,0.007547169811320753,0.0,0.02564102564102555,-0.0005192107995846129,-0.0001330753718432609,0.5,1.095,20.15
2021-05-24,-0.004993757802746579,-0.024489795918367308,-0.012499999999999956,-0.0028051948051948106,-4.0951717924619935e-05,0.5,1.116,18.4
2021-05-25,0.0025094102885820924,0.029288702928870203,0.007032348804500765,0.00950718899770786,-0.0006450159718240922,0.5,1.142,18.84
2021-05-26,-0.0012515644555695093,0.0,0.013966480446927276,-0.0020641432515416946,-0.0003073487075986314,0.5,1.161,17.36
2021-05-27,-0.0025062656641604564,0.020325203252032464,-0.01377410468319562,-0.0017322956796028688,0.0012502690127997873,0.5,1.124,16.74
2021-05-28,0.00628140703517599,-0.003984063745019917,0.0,0.00616420616420621,-0.001248707792141368,0.5,1.162,16.76
2021-05-31,0.004993757802746579,0.016000000000000014,0.012569832402234526,0.0038612026359143847,-0.0014244868260588905,0.5,1.227,16.76
2021-06-01,0.001242236024844745,0.011811023622047223,0.012413793103448256,0.005666957279860441,-0.0003797208538587338,0.5,1.213,17.9
2021-06-02,0.002481389578163684,-0.01945525291828798,-0.010899182561307952,-0.0007649353629618494,0.0005954642054146753,0.5,1.206,17.48
2021-06-03,0.024752475247524774,0.023809523809523725,-0.0027548209366391463,0.009339355431370988,-0.00017442874585726909,0.5,1.191,18.04
2021-06-04,-0.007246376811594235,-0.003875968992248069,-0.013812154696132617,-0.003792188092529347,-0.0003181314395960255,0.5,1.22,16.42
2021-06-07,-0.0036496350364964014,0.0,0.01540616246498594,0.0035528486232712098,0.0004106228121503186,0.5,1.201,16.42
2021-06-08,0.0,-0.0077821011673151474,0.0,-0.0019471488178025576,0.0012621468810605219,0.5,1.174,17.07
2021-06-09,-0.009768009768009733,-0.039215686274509776,-0.011034482758620734,-0.01132563089084826,0.0004406821349511869,0.5,1.137,17.89
2021-06-10,-0.0012330456226880004,0.004081632653061273,0.04184100418410042,0.0033571666538529943,-0.0009424394841168748,0.5,1.282,16.1
2021-06-11,0.0,0.04065040650406515,-0.0026773761713521083,0.007355946056395668,-0.0005947071067499143,0.5,1.276,15.65
2021-06-14,-0.006172839506172867,-0.0078125,0.03892617449664426,-0.00040567951318459805,0.0014979121566858211,0.5,1.287,16.39
2021-06-15,0.00496894409937898,0.011811023622047223,0.0,0.002257508116883189,-0.0015468934077754737,0.5,1.307,17.02
2021-06-16,0.011124845488257096,0.0077821011673151474,0.010335917312661591,0.006124566598334713,-0.00016416317819911708,0.5,1.286,18.15
2021-06-17,-0.011002444987775029,-0.02316602316602312,-0.0038363171355498826,-0.005760281725569083,-0.001046712092603208,0.5,1.327,17.75
2021-06-18,-0.0049443757725586845,-0.015810276679841917,0.021822849807445532,0.002985376714061738,-5.136317876441865e-05,0.5,1.313,20.7
2021-06-21,-0.007453416149068359,-0.02008032128514059,-0.002512562814070307,-0.009635758248410897,0.00035956071953235913,0.5,1.351,17.89
2021-06-22,0.0012515644555695093,0.0,-0.015113350125944613,0.006851408486577393,0.0009550607952677481,0.5,1.331,16.66
2021-06-23,0.0012499999999999734,0.016393442622950838,0.0831202046035806,0.005236396751916228,-5.129836153028311e-05,0.5,1.338,16.32
2021-06-24,0.013732833957553092,0.016129032258064502,-0.009445100354191216,0.0037495596154815125,-0.0014774686037921647,0.5,1.384,15.97
2021-06-25,0.0049261083743843415,0.01984126984126977,-0.022646007151370662,0.005039235841251433,-0.0013563501849568338,0.5,1.441,15.62
2021-06-28,0.003676470588235281,-0.01945525291828798,-0.004878048780487809,-0.0010227499501097581,-0.0009260402518829203,0.5,1.47,15.76
2021-06-29,-0.01098901098901095,-0.007936507936507908,0.008578431372548989,-0.003870452218643128,0.0007106222579249533,0.5,1.459,16.02
2021-06-30,-0.0037037037037036535,0.020000000000000018,0.014580801944106936,0.003509475584076993,0.00025728899729338117,0.5,1.448,15.83
2021-07-01,-0.0074349442379182396,-0.02352941176470591,-0.010778443113772407,-0.005770383693045611,5.1444563338609584e-05,0.5,1.469,15.48
2021-07-02,-0.0012484394506866447,-0.016064257028112428,0.002421307506053294,-0.001256249842968793,-0.0005452843194748702,0.5,1.484,15.07
2021-07-05,0.004999999999999893,0.004081632653061273,-0.009661835748792313,0.004679127569117814,0.001132339619533962,0.5,1.462,15.07
2021-07-06,0.00995024875621886,0.016260162601626105,-0.0012195121951219523,0.004582216991761978,-0.00040101178357698775,0.5,1.465,16.44
2021-07-07,-0.0049261083743842304,-0.01200000000000001,0.019536019536019467,-0.006256231306081772,0.0016561230262819304,0.5,1.41,16.2
2021-07-08,-0.011138613861386149,-0.01619433198380571,0.010778443113772518,-0.010409089768993462,0.0014993427538612103,0.5,1.358,19.0
2021-07-09,-0.006257822277847325,-0.016460905349794275,-0.0154028436018957,-0.01061996248796071,-0.00016406554418491037,0.5,1.375,16.18
2021-07-12,0.0037783375314861534,0.004184100418409997,0.0072202166064982976,0.009017548354041338,8.204623305241299e-05,0.5,1.384,16.17
2021-07-13,0.0012547051442910462,0.02499999999999991,0.053763440860215006,0.008403788051895233,-0.0011895727792932131,0.5,1.424,17.12
2021-07-14,-0.003759398496240629,0.004065040650406582,0.006802721088435382,-0.0034241401883277067,0.0008316392533727068,0.5,1.39,16.33
2021-07-15,0.01383647798742138,0.0,0.011261261261261257,0.006770754383305544,-0.003990603104258361,0.5,1.497,17.01
2021-07-16,-0.00992555831265507,-0.01619433198380571,-0.0044543429844098315,-0.004215809284818017,0.001833350499536479,0.5,1.451,18.45
2021-07-19,-0.010025062656641603,-0.020576131687242816,-0.008948545861297563,-0.01131495388337278,0.00038039231813136176,0.5,1.459,22.5
2021-07-20,0.0,-0.004201680672268893,-0.009029345372460473,-0.0032115820865088462,0.0016340373053800317,0.5,1.41,19.73
2021-07-21,-0.006329113924050667,-0.012658227848101222,-0.02505694760820043,-0.005165315672385984,-0.00011286218501194156,0.5,1.383,17.91
2021-07-22,0.015286624203821653,0.02136752136752129,0.028037383177569986,0.012491967613417199,8.209085405264105e-05,0.5,1.397,17.69
2021-07-23,-0.005018820577164407,-0.008368200836820106,0.027272727272727337,0.0018532152014418823,0.00041042057848783564,0.5,1.393,17.2
2021-07-26,-0.006305170239596425,-0.012658227848101222,0.0,-0.010769308737076821,0.00076922287976533,0.5,1.369,17.58
2021-07-27,-0.0038071065989847552,-0.008547008547008517,0.0,0.0016393862547707805,0.0,0.5,1.38,19.36
2021-07-28,0.008917197452229297,-0.017241379310344862,-0.02212389380530977,0.0029665243075978065,-0.0014962695744855647,0.5,1.419,18.31
2021-07-29,-0.002525252525252486,0.0,-0.005656108597285048,0.0014533771896274583,0.00027712203633378785,0.5,1.431,17.7
2021-07-30,-0.006329113924050667,-0.013157894736842146,-0.013651877133105783,-0.012144821264894579,0.00022574058302637923,0.5,1.417,18.24
2021-08-02,0.010191082802547768,0.03111111111111109,0.0,0.004665068687337293,0.00022568963571645284,0.75,1.435,19.46
2021-08-03,0.02648171500630525,0.034482758620689724,-0.012687427912341454,0.008773730118009304,-5.1281525317636856e-05,0.75,1.442,18.04
2021-08-04,0.01842751842751844,0.008333333333333304,0.011682242990654235,0.014063374192563982,0.00041027324197906445,0.75,1.418,17.97
2021-08-05,-0.00965018094089265,-0.008264462809917328,0.021939953810623525,-0.0018307210031347498,-9.227362204722311e-05,0.75,1.414,17.28
2021-08-06,-0.0073081607795371095,-0.01666666666666672,0.004519774011299438,-0.004698256369026654,-0.00034862140740510306,0.75,1.433,16.15
2021-08-09,0.0,-0.016949152542372836,0.006749156355455588,-0.0046447052884008855,-0.0005949145066824757,0.75,1.436,16.72
2021-08-10,-0.015950920245398792,-0.030172413793103425,-0.0022346368715083775,-0.006492353731835321,0.000492636116385281,0.75,1.432,16.79
2021-08-11,-0.021197007481296715,-0.06222222222222218,-0.0033594624860022737,-0.008985322271857,0.0009027215001589095,0.75,1.419,16.06
2021-08-12,-0.019108280254777066,-0.04739336492891,-0.010112359550561778,-0.004043994539319473,-0.000245974726096887,0.75,1.413,15.59
2021-08-13,-0.03376623376623378,0.00995024875621886,-0.009080590238365494,-0.016784772151243965,-0.00037930433534605346,0.75,1.407,15.45
2021-08-17,-0.0026881720430107503,0.0,-0.018327605956471982,-0.01136333745429674,0.0008614501076813497,0.75,1.402,17.91
2021-08-18,-0.0040431266846361336,0.024630541871921263,0.001166861143523823,0.005028601835838753,0.0006352849560424811,0.75,1.389,21.57
2021-08-19,-0.010825439783491153,-0.014423076923076872,-0.010489510489510523,-0.019934346375814038,0.0007987220447285281,0.75,1.36,21.67
2021-08-20,-0.005471956224350261,0.0,-0.004711425206124886,-0.009724210583182513,-0.0005422882517854832,0.75,1.364,18.56
2021-08-23,0.008253094910591452,0.004878048780487809,0.016568047337278013,0.008919560295681972,-0.0001740358923434382,0.75,1.389,17.15
2021-08-24,0.03137789904502042,0.01941747572815533,0.0186263096623982,0.019087271547528983,-0.0014949213630406355,0.75,1.438,17.22
2021-08-25,0.001322751322751392,-0.014285714285714235,-0.016000000000000014,0.003077412850851502,0.0007280707151500199,0.75,1.435,16.79
2021-08-26,-0.014531043593130732,0.004830917874396157,-0.016260162601625994,-0.007431896323723874,0.0004098822613203268,0.75,1.398,18.84
2021-08-27,-0.004021447721179627,-0.004807692307692291,-0.008264462809917328,-0.0006661515094993353,-0.0002868000286799788,0.75,1.408,16.39
2021-08-30,0.004037685060565233,0.0,0.01904761904761898,0.002426407849829282,4.098318664769174e-05,0.75,1.398,16.19
2021-08-31,0.02815013404825728,0.02898550724637672,0.025700934579439227,0.01978986567362684,0.0007786486348035915,0.75,1.395,16.48
2021-09-01,0.0013037809647979959,0.014084507042253502,0.013667425968109326,0.0014606536425050276,-0.0006347191367819249,0.75,1.417,16.11
2021-09-02,-0.01041666666666663,-0.01388888888888884,-0.005617977528089901,-0.00916786039848938,-0.0006863417982154729,0.75,1.422,16.41
2021-09-03,0.007894736842105177,0.0046948356807512415,0.02259887005649719,0.0064926530504954005,-5.125471543376836e-05,0.75,1.437,16.41
2021-09-06,0.009138381201044377,-0.009345794392523366,0.0033149171270718814,0.0034212588143118783,-0.0006560939854634018,0.75,1.459,16.41
2021-09-07,-0.015523932729624823,-0.014150943396226467,-0.020925110132158586,-0.005986309570287118,0.0005744591364649221,0.75,1.464,18.14
2021-09-08,0.0026281208935610145,0.014354066985645897,-0.07874015748031493,-0.008693147600219997,-0.0011175017172617707,0.75,1.489,17.96
2021-09-09,-0.013106159895150737,-0.028301886792452824,-0.02564102564102566,-0.017697245040809273,-0.00036949604844505046,0.75,1.499,18.8
2021-09-10,0.0,0.01941747572815533,0.027568922305764465,0.004678802871816989,9.240815655986445e-05,0.75,1.501,20.95
2021-09-13,0.013280212483399723,0.014285714285714235,-0.004878048780487809,0.0021679201348927535,-0.0004106649692514619,0.75,1.525,19.37
2021-09-14,0.003931847968545288,0.009389671361502261,-0.013480392156862697,0.006436278175408594,-0.0006778755790187718,0.75,1.535,19.46
2021-09-15,0.005221932114882533,0.0,-0.004968944099378869,0.0014063951174208,0.0005447238866562731,0.75,1.492,18.18
2021-09-16,-0.011688311688311637,-0.032558139534883734,0.0037453183520599342,-0.00874450156341089,0.00021571648690299483,0.75,1.51,18.69
2021-09-17,0.014454664914586024,0.028846153846153744,0.0024875621890547706,0.0025662959794696683,-0.0004416099249263672,0.75,1.535,20.81
2021-09-23,0.002590673575129543,-0.014018691588784993,-0.007444168734491274,-0.0015998293515357975,-0.0006267466710504488,0.75,1.558,18.63
2021-09-24,-0.0012919896640827266,-0.014218009478673022,0.013749999999999929,-0.0009614357440443921,-0.0006888256037504981,0.75,1.575,17.75
2021-09-27,0.005174644243208348,0.004807692307692291,-0.006165228113440224,0.0033415312232678573,-9.259259259264407e-05,0.75,1.566,18.76
2021-09-28,-0.018018018018018056,-0.009569377990430672,-0.02605459057071957,-0.01302853488929745,-0.0013581504460289384,0.75,1.609,23.25
2021-09-29,-0.028833551769331556,-0.033816425120772986,-0.014012738853503182,-0.013254508152467315,-5.151505785139232e-05,0.75,1.603,22.56
2021-09-30,0.0,0.030000000000000027,0.0025839793281654533,0.004185702951878145,0.0005873019143982638,0.75,1.593,23.14
2021-10-01,-0.012145748987854255,-0.029126213592232997,-0.015463917525773141,-0.01866179916090016,-0.0012768893328253261,0.75,1.633,21.15
2021-10-05,-0.013661202185792365,-0.02100000000000002,-0.030104712041884807,-0.014824685600066667,-0.0005773969707280058,0.75,1.65,21.3
2021-10-06,-0.012465373961218829,-0.01430030643513791,0.006747638326585648,-0.015470453969059106,-0.0021974394156668575,0.75,1.719,21.0
2021-10-07,0.004207573632538653,-0.00829015544041456,0.05495978552278813,0.01674394641937149,0.0006410388965858438,0.75,1.704,19.54
2021-10-08,-0.0013966480446927498,-0.017763845350052265,-0.01270648030495558,-0.0021957604932015817,-9.29944203348354e-05,0.75,1.701,18.77
2021-10-12,-0.034965034965035,-0.02659574468085102,-0.0424710424710425,-0.01712512343066719,-0.0035237829515040175,0.75,1.815,19.85
2021-10-13,-0.0028985507246376274,0.005464480874316946,0.026881720430107503,0.010075205235662299,0.0014414601265166915,0.75,1.824,18.64
2021-10-14,0.008720930232558155,0.019565217391304346,0.03403141361256545,0.012560743414135045,-4.14211599996106e-05,0.75,1.813,16.86
2021-10-15,0.01008645533141217,0.049040511727078906,-0.0037974683544304,0.010300019645814062,-0.00010355718945787018,0.75,1.795,16.3
2021-10-18,0.0014265335235377208,-0.013211382113821113,0.007623888182973326,-0.0031668426023667706,-0.001967790378540779,0.75,1.875,16.31
2021-10-19,0.005698005698005604,0.006179196704428458,0.027742749054224358,0.008416007134098846,0.000871685778031539,0.75,1.866,15.7
2021-10-20,-0.004249291784702569,0.0020470829068577334,0.0,-0.004421599513624086,-0.00015552260780304916,0.75,1.847,15.49
2021-10-21,-0.0014224751066855834,-0.01634320735444328,0.007361963190184007,-0.0017764947537889375,0.001057718232158722,0.75,1.836,15.01
2021-10-22,0.002849002849002913,0.022845275181723856,-0.0073081607795371095,0.0008620210221901292,-0.0010048064970581416,0.75,1.889,15.43
2021-10-25,-0.0028409090909090606,0.015228426395939021,-0.012269938650306789,0.005223237851804452,-0.00023849272597187277,0.75,1.919,15.24
2021-10-26,0.012820512820512775,0.020000000000000018,0.024844720496894457,0.009259003344296746,-0.0016179887155658434,0.75,1.947,15.98
2021-10-27,-0.01406469760900142,-0.004901960784313708,0.00484848484848488,-0.00835250301237811,-0.0026594639517971697,0.75,2.044,16.98
2021-10-28,0.008559201141226769,0.049261083743842304,-0.003618817852834688,-0.002789207699317897,0.0014686888046331337,0.75,2.017,16.53
2021-10-29,-0.012729844413012725,-0.032863849765258246,-0.014527845036319653,-0.01603433951813904,-0.002860263144209285,0.75,2.103,16.26
2021-11-01,0.0014326647564470996,0.03398058252427183,0.0036855036855036882,0.004137232276040681,0.0005632627516427569,1.0,2.108,16.41
2021-11-02,0.022889842632331847,0.009389671361502261,0.003671970624234966,0.013285498066035073,0.002345606938826572,1.0,2.038,16.03
2021-11-03,-0.01538461538461533,-0.018604651162790753,-0.018292682926829285,-0.014162425315335292,-0.0008528429832863615,1.0,2.036,15.1
