삼성전자,SK하이닉스,NAVER,KODEX200,KODEX채권,기준금리,국고채3년,VIX,삼성전자_vol5,삼성전자_vol20,삼성전자_mom5,SK하이닉스_vol5,SK하이닉스_vol20,SK하이닉스_mom5,NAVER_vol5,NAVER_vol20,NAVER_mom5,KODEX200_vol5,KODEX200_vol20,KODEX200_mom5,KODEX채권_vol5,KODEX채권_vol20,KODEX채권_mom5,port_vol5,port_vol20,port_mom5,port_skew20,port_kurt20,rate_spread,vix_change,vix_ma5
0.0574803975295293,-0.15072173257942117,0.4731976442675128,0.73669894634932,0.022357893464456612,0.0,0.08019985755318729,-0.33238382987130144,-0.2852706138161893,0.3139205260888247,-0.0677078789181199,0.3284456508034874,-0.47777169829502314,0.15666439677747085,1.751616053458307,-0.4524340541331832,-0.41199273209854526,0.425887247028012,0.4898785874380361,0.007976491050089088,0.30647007451033464,-0.12181484731479521,0.2903365577692798,0.17163446842963065,-0.10030077087194192,-0.1115618357005008,0.0027259035414342603,-0.7168346155424965,-0.7533151427397418,-0.09281346873008862,-0.235772267517037
-0.15505514480674956,0.023879565475095562,0.1153903439957929,-0.6103017770865312,-0.29966267466378044,0.0,0.07844592849627537,-0.19034177382679893,-0.008007886728616197,0.44814650316352345,-0.07702887437275177,0.3015070246849512,-0.6103520434011848,0.14209048079492917,1.7681195215211483,-0.4137949649786947,-0.45884811528784053,0.7141693440573857,0.5392435594913204,0.24965654133061543,0.32216228285533066,-0.09573390699352229,0.29820319541954465,0.1304954344267918,-0.10634496196572696,-0.06976643583473877,0.0065924398255535034,-0.010498467835486294,-0.7597615634337385,-0.14060583996342407,-0.212558061773642
-0.01579952096018609,0.009915614883249275,0.10629323944587712,0.5185064126435606,0.24949890828720567,0.0,0.05786185394446829,-0.4672349150360796,-0.5100525933491704,-0.1345331924044829,-0.4617590439384151,0.21391816469560654,-0.3025823675033229,0.011176614244730558,1.743249665599971,-0.432037152975968,-0.48326120020826746,0.21721750305727142,0.5385594592987978,-0.2902346616504132,0.22218581705955615,-0.15880231797360556,0.22655992546746648,-0.038338706806369006,-0.11379574290451913,-0.1729016272500813,0.0019661134150790256,-0.3555116857326618,-0.6841361262000535,-0.24172269817953024,-0.18155660355410314
0.174426158979298,-0.1230067362747712,0.06736681991213163,1.4307843993230933,0.2647396091949115,0.0,0.041662692758368446,-0.6408248291823103,-0.5274166808795777,-0.5593224018054185,-0.48427721611120056,-0.25119989071709314,-0.24583417513144404,-0.30765485830624506,-0.1590439413633076,-0.7308324871643368,-0.3912219027079157,0.3128919850820874,0.38253656654408685,0.20943841268084057,0.1474770259719291,-0.17336891501956572,0.3893447285405998,-0.035716310004593035,0.009557358622735771,0.3328214285710196,-0.002908135396109131,-0.009009697673576431,-0.6544192089274665,-0.271772242610235,-0.16885227113859463
-0.3137562102141057,0.10140387682745626,0.17473397185137887,-0.08218772397378113,0.29217829913927246,0.0,0.053396515832834654,-0.5683238880625471,-0.24054674241079502,-0.6406104659444094,-0.6736194094322068,-0.2697336912309266,-0.2630718161304645,-0.3024160596495488,-0.1270406373531632,-0.8256191637931743,0.2096875975592352,0.48773522036700917,0.32143356935756134,-0.03659298099613387,0.15104012239790285,-0.21539303858074774,-0.6123468864414487,0.009782808300674128,0.03887079189822818,0.35132607728618037,-0.007373058494699745,-0.1565427742721693,-0.7064763895520383,0.05596103670604217,-0.11762215647674493
-0.31252451902248335,0.09747020690245452,0.022970192892373675,-0.2914841525848343,-0.042355159879449544,0.0,0.05161047232164329,-0.6386841744039502,-0.24700697572501526,-0.6077726706519708,-0.6807889149009769,-0.26628456272545364,-0.4025302299054403,0.06617829537899166,-0.12273099431214568,-0.823163242167661,0.2701662125472919,0.4439987116448538,0.371633570904857,-0.05119156995329732,0.14461826580498338,-0.2358256698274491,-0.6175644623235625,-0.04653356699462273,0.022861340004166234,0.4417921786721507,0.019960615075669125,-0.1372279280585341,-0.7049469332759876,0.09501522714256477,-0.11817202325047751
0.11377747873371556,-0.1000795042251842,0.020455294677909058,0.506811028053025,-0.290843583470753,0.0,0.05139392504157818,-0.3748093380781283,-0.23056863928250992,-0.6174554690170709,-0.6406259541919022,-0.29024852857463834,-0.49845810346404174,-0.2589374325001652,-0.15875886051335747,-0.7756126294591678,0.12007394664127352,0.46365878248468356,0.4241493021931212,0.2762003697383146,0.14097778891148566,-0.23148804741145818,-0.6357432125840816,-0.014803183679744248,0.035979788446090684,0.4482555223557679,-0.003777816425940092,0.06781972819811735,-0.7842604151412523,-0.11739884854446359,-0.13211041581197025
-0.23121870220315566,-0.10944604684802968,0.046713199003511875,-0.21024669769206333,0.3096848660063301,0.0,0.07604215045236117,-0.5443846124394939,-0.04971993655000672,-0.6101151068902395,-0.6304451173361088,-0.2873441380050234,-0.30916645801235326,-0.24122789485331844,-0.1576753817849721,0.4885298940526057,0.12478328992011713,0.34982715883476256,0.33930680423943144,-0.14957684765795748,0.1687113629189837,-0.23530869828152645,-0.8938401669515625,-0.03869443352389153,-0.02283929355874487,0.22582539490957976,-0.00020529703142806556,0.0016201493740705128,-0.683341916215899,-0.33787350814375033,-0.13427425298799847
-0.07926410738986384,0.035835372736884266,0.4630790802724226,-0.07565844898726315,-0.1506983440251573,0.0,0.10361187893804326,-0.570047839407646,0.04277293574871741,-0.7371896317639836,0.34061517004823105,-0.11937230107527078,-0.20611356505908038,-0.3262841356461313,-0.10650129442757614,-0.7933622939402959,0.30199845906670164,-0.6352536909832801,0.2892156373787953,-0.3529396589934289,0.1732368347467806,-0.2183250480965454,0.5057502201337618,0.057298620300310854,-0.06643498968941476,0.6015618874567863,-0.005744059386844396,-0.03579721515793574,-0.5764479440198746,0.13419300476015295,-0.13934859478969733
0.07578933468647286,-0.09914963654119804,0.08072431277812633,0.7195350116170247,-0.2862938925361188,0.0,0.0724129349720199,-0.663048963031998,0.02695274839905352,-0.7395804436130216,-0.054503837242323314,-0.11966920633618697,-0.3012397916542335,-0.31060038087153635,0.9329116173022217,-0.35544082137313,-0.31711497801103417,-1.0354483134500296,0.26913602409131454,0.2168618459820586,0.1466220943977896,-0.19840641339715034,0.4074057144377664,0.04791006096980311,-0.059368192183985424,0.27780953617444737,-0.0017882157725483336,-0.004326972706003864,-0.5677493119447967,-0.21619751341430296,-0.17849527417604655
-0.35286498024223134,-0.05017905137994181,0.22676598440594561,-0.27622035162951253,0.3666524673795141,0.0,0.08712170079537712,-0.33112086236118127,0.06363941003885072,-0.7335368569419446,-0.1720239377163646,-0.11083864567149049,-0.0617584157461039,-0.2652821216522404,-0.1345817612233288,-0.6540238349185253,0.19271133838316426,-1.1001030908703713,0.28150236129875617,-0.07833156489848293,0.207114862138093,-0.17794599192837804,0.400619480390631,0.15431907955806878,-0.031885779845858865,0.01384325824884423,-0.008210821525026429,-0.15065907342807414,-0.6690875979984988,0.08842331676983423,-0.1225850203469259
-0.05376034361173079,0.1854736985623477,0.49311326357505797,-0.12663449365058424,-0.26841668383243994,0.0,0.08668641877935038,-0.19371414818882332,-0.04899633037329677,-0.7014436592481015,-0.03494497454755982,0.1942015760858408,-0.3933493016330385,-0.259988579201874,-0.1109065874612659,-0.7203458377903432,0.1535049911555253,-1.052497661818812,0.11485094194870482,-0.3658446689613936,0.24588871529402465,-0.19360314923612967,0.5179384807491219,0.26196095210222714,-0.02037035042507696,0.3094202878765383,-0.007936292026226612,-0.17912646761252862,-0.7150050972657294,0.9301477510829058,-0.33346091046800386
-0.20677480289768424,0.01739401841651681,0.06112763872894201,-0.7765307761531532,-0.32084958166088884,0.0,0.06833731586883754,-0.11480774871124116,-0.5739406245747934,-0.6110937632341426,-0.32977934491668126,-0.34792084250832866,-0.3985137961341873,0.19860424568193882,-0.09300112355711332,-0.7984173963399561,0.30864315786673013,-0.3001862113165081,0.3266205821778224,-0.006626493847242625,0.26508283358563456,-0.17031195598341897,0.24078078364921124,0.032240614544680454,-0.006461288089887646,-0.09249585348952846,0.0018280190276701975,-0.18870189482821995,-0.6679080189100823,-0.13077988526869952,-0.15033482374069554
0.2162722648123707,-0.02333704635033754,0.0988960091336583,0.411829261720981,-0.04634970377741326,0.0,0.08345827644923953,-0.18085090911663126,-0.6143987377231427,-0.6165475703627002,-0.46444563439097375,-0.3433207878893097,-0.4071125922595909,-0.1825422929929842,-0.17653486242557975,-0.9014036179437799,0.11028602871265308,0.1572706272313473,0.20950518435785856,-0.5746572652360761,0.19586767348468073,-0.17682235333456894,0.30386933726258214,-0.06072426427403902,-0.02703139920481473,0.572002383228494,-0.0008090419116207289,-0.06952532248202505,-0.699992897342399,0.6814667316513222,-0.33311045005490764
