날짜,삼성전자,SK하이닉스,NAVER,KODEX200,KODEX채권
2023-10-30,67300,119100,186100,29653,96522
2023-10-31,66900,116300,187400,29292,96614
2023-11-01,68600,120300,187700,29697,96634
2023-11-02,69700,125300,190800,30191,97011
2023-11-03,69600,125800,200500,30496,97054
2023-11-06,70900,133000,205500,31924,97239
2023-11-07,70900,130400,200500,31345,97252
2023-11-08,69900,127600,197400,31054,97340
2023-11-09,70300,128000,198200,31203,97373
2023-11-10,70500,130500,194700,31025,97349
2023-11-13,70400,131800,192600,31002,97377
2023-11-14,70800,130000,198600,31321,97400
2023-11-15,72200,134100,205500,32001,97751
2023-11-16,72800,132300,203000,31976,97846
2023-11-17,72500,129900,202000,31813,97908
2023-11-20,72700,131400,202500,32066,97899
2023-11-21,72800,132000,204500,32221,98060
2023-11-22,72800,131300,207500,32278,98005
2023-11-23,72400,130100,205500,32282,98045
2023-11-24,71700,128000,205500,32028,97926
2023-11-27,71300,130700,206000,31991,97972
2023-11-28,72700,131400,207500,32357,98139
2023-11-29,72700,130400,207500,32255,98420
2023-11-30,72800,133900,208000,32438,98319
2023-12-01,72000,132600,206000,32071,98333
2023-12-04,72600,131100,210500,32236,98541
2023-12-05,71200,125900,213000,31880,98626
2023-12-06,71700,125600,213500,31986,98753
2023-12-07,71500,125600,212500,31861,98608
2023-12-08,72600,127500,217500,32324,98625
2023-12-11,73000,128900,217500,32434,98613
2023-12-12,73500,131000,213500,32569,98731
2023-12-13,72800,131200,213500,32255,98664
2023-12-14,73100,136700,223000,32645,99253
2023-12-15,73300,140000,226000,32831,99164
2023-12-18,72900,140000,223000,32936,99186
2023-12-19,73400,138200,222500,32966,99169
2023-12-20,74800,140500,220500,33599,99345
2023-12-21,75000,140500,216500,33380,99350
2023-12-22,75900,140600,215000,33486,99365
2023-12-26,76600,140900,215500,33624,99444
2023-12-27,78000,140400,223000,33997,99473
2023-12-28,78500,141500,224000,34555,99655
2024-01-02,79600,142400,227500,34765,99350
2024-01-03,77000,136800,222000,33801,99248
2024-01-04,76600,136400,223000,33504,99483
2024-01-05,76600,137500,220500,33409,99281
2024-01-08,76500,136000,226500,33299,99355
2024-01-09,74700,137400,229500,33176,99463
2024-01-10,73600,133500,231000,32812,99453
2024-01-11,73200,136000,231500,32865,99570
2024-01-12,73100,134100,230500,32550,99621
2024-01-15,73900,134100,229500,32686,99696
2024-01-16,72600,132100,230000,32241,99570
2024-01-17,71000,131000,219000,31450,99420
2024-01-18,71700,136200,216500,31597,99463
2024-01-19,74700,141300,215500,32071,99319
2024-01-22,75100,142600,217000,32104,99510
2024-01-23,75200,140800,218000,32273,99506
2024-01-24,74000,141500,218000,32148,99406
2024-01-25,74100,137400,213500,32187,99439
2024-01-26,73400,136000,216500,32246,99596
2024-01-29,74400,135000,212000,32626,99468
2024-01-30,74300,136900,209500,32569,99611
2024-01-31,72700,134700,200500,32410,99645
2024-02-01,73600,132700,202500,32967,99630
2024-02-02,75200,134900,221500,34031,99735
2024-02-05,74300,132300,208000,33617,99478
2024-02-06,74400,138000,205500,33489,99635
2024-02-07,75000,138000,204500,33963,99592
2024-02-08,74100,142800,206000,34001,99596
2024-02-13,75200,150000,205000,34417,99468
2024-02-14,74000,148700,202500,33949,99267
2024-02-15,73000,148700,203500,33901,99387
2024-02-16,72800,146800,205000,34241,99379
2024-02-19,73800,151300,203500,34777,99468
2024-02-20,73300,149600,202500,34369,99401
2024-02-21,73000,149000,202500,34294,99401
2024-02-22,73100,156500,202000,34469,99611
2024-02-23,72900,161400,200500,34576,99496
2024-02-26,72800,161800,199900,34299,99611
2024-02-27,72900,153800,200000,34006,99592
2024-02-28,73200,158000,204000,34422,99592
2024-02-29,73400,156200,195000,34331,99483
2024-03-04,74900,166500,192000,34825,99611
2024-03-05,73700,165800,188700,34547,99691
2024-03-06,72900,162900,189800,34422,99706
2024-03-07,72200,164900,189000,34446,99772
2024-03-08,73300,171900,188000,34950,99909
2024-03-11,72400,166600,189900,34658,99922
2024-03-12,73300,165700,190500,34955,99918
2024-03-13,74100,163600,188400,35118,99884
2024-03-14,74300,161900,186800,35434,99846
2024-03-15,72300,161200,186100,34767,99749
2024-03-18,72800,164300,184100,34989,99758
2024-03-19,72800,160200,182600,34571,99611
2024-03-20,76900,156500,183100,35180,99674
2024-03-21,79300,170000,184400,36133,99884
2024-03-22,78900,169800,188900,36028,99960
2024-03-25,78200,169400,188000,35885,99974
2024-03-26,79900,176600,188900,36238,99904
2024-03-27,79800,181200,189300,36258,99982
2024-03-28,80800,178200,187100,36238,99970
2024-03-29,82400,183000,187400,36357,99856
2024-04-01,82000,185500,194300,36381,99982
2024-04-02,85000,186300,192000,36483,99913
2024-04-03,84100,179200,193400,35933,99846
2024-04-04,85300,188000,194300,36443,99865
2024-04-05,84500,182800,193100,36070,99945
2024-04-08,84500,181200,189900,36223,99784
2024-04-09,83600,182900,189000,35999,99794
2024-04-11,84100,188400,183600,35984,99565
2024-04-12,83700,187400,185900,35634,99789
2024-04-15,82200,188200,182800,35477,99701
2024-04-16,80000,179100,179500,34658,99575
2024-04-17,78900,178700,179600,34279,99601
2024-04-18,79600,182300,180700,34878,99813
2024-04-19,77600,173300,182400,34222,99616
2024-04-22,76100,171600,180900,34682,99557
2024-04-23,75500,171000,180100,34643,99640
2024-04-24,78600,179800,183700,35280,99570
2024-04-25,76300,170600,182700,34672,99505
2024-04-26,76700,177800,181500,35070,99523
2024-04-29,76700,175900,184700,35414,99523
2024-04-30,77500,174200,184400,35540,99606
2024-05-02,78000,173600,188800,35410,99711
2024-05-03,77600,173200,194600,35380,99711
2024-05-07,81300,179600,194800,36199,99913
2024-05-08,81300,178000,190900,36326,99936
2024-05-09,79700,175400,188300,35919,99894
2024-05-10,79200,179900,188600,36103,99970
2024-05-13,78400,183800,184300,36036,99979
2024-05-14,78300,185300,184400,36108,99945
2024-05-16,78200,193000,188500,36451,100148
2024-05-17,77400,189900,187300,36026,100138
2024-05-20,78900,190100,184000,36326,100134
2024-05-21,78400,192000,183200,36137,100148
2024-05-22,77700,197700,182600,36137,100153
2024-05-23,78300,200000,182100,36137,100203
2024-05-24,75900,198600,179000,35573,100129
2024-05-27,77200,201500,179000,36068,100208
2024-05-28,77600,202500,177400,36108,100260
2024-05-29,75200,202500,175300,35578,100158
2024-05-30,73500,195700,170400,34935,100063
2024-05-31,73500,189200,170200,34921,100114
2024-06-03,75700,194200,172700,35549,100208
2024-06-04,75300,193300,176800,35288,100344
2024-06-05,77400,193700,177100,35642,100511
2024-06-07,77300,207500,175400,36113,100544
2024-06-10,75700,208000,170700,35797,100430
2024-06-11,75200,212500,170200,35831,100478
2024-06-12,76500,215000,168400,36146,100516
2024-06-13,78600,222000,169900,36393,100644
2024-06-14,79600,221000,169900,36515,100790
2024-06-17,78100,223000,166100,36316,100891
2024-06-18,79800,234500,166800,36699,100886
2024-06-19,81200,233500,167900,37246,101067
2024-06-20,81600,237500,167200,37393,100937
2024-06-21,80000,234000,167600,37073,101018
2024-06-24,80600,223000,168900,36791,100975
2024-06-25,80800,225000,166400,36899,100975
2024-06-26,81300,237000,168400,37202,100951
2024-06-27,81600,236500,165400,37160,100863
2024-06-28,81500,236500,166900,37379,101013
2024-07-01,81800,235500,162900,37451,100951
2024-07-02,81800,232000,159900,37183,101132
2024-07-03,81800,236000,159800,37339,101132
2024-07-04,84600,230000,159800,37839,101218
2024-07-05,87100,236000,168100,38537,101242
2024-07-08,87400,233500,170500,38410,101322
2024-07-09,87800,238500,170700,38547,101374
2024-07-10,87800,239000,177500,38532,101374
2024-07-11,87600,241000,176100,38771,101218
2024-07-12,84400,233000,174800,38237,101416
2024-07-15,86700,230000,176300,38479,101426
2024-07-16,87700,233000,171600,38503,101617
2024-07-17,86700,220500,173400,38182,101574
2024-07-18,86900,212500,174900,37903,101555
2024-07-19,84400,209500,172200,37456,101516
2024-07-22,83000,205000,172700,37083,101550
2024-07-23,83900,205000,170600,37188,101540
2024-07-24,82000,208500,171700,36971,101660
2024-07-25,80400,190000,178000,36296,101687
2024-07-26,80900,191800,174800,36491,101730
2024-07-29,81200,195600,175000,36927,101886
2024-07-30,81000,188900,173300,36582,101807
2024-07-31,83900,194600,174000,37117,101802
2024-08-01,83100,193300,175000,37147,101924
2024-08-02,79600,173200,171400,35651,102045
2024-08-05,71400,156100,156100,32379,102503
2024-08-06,72500,163700,158400,33277,102049
2024-08-07,74700,169300,162700,34037,102143
2024-08-08,73400,163400,162700,33784,102176
2024-08-09,74700,171500,163700,34245,102095
2024-08-12,75500,177000,160300,34639,102128
2024-08-13,76100,181900,156400,34756,102225
2024-08-14,77200,186700,157300,35083,102239
2024-08-16,80200,199700,157500,35915,102176
2024-08-19,78300,193900,156600,35598,102190
2024-08-20,78900,199700,156600,35954,102153
2024-08-21,78300,192600,156400,35905,102167
2024-08-22,78300,191100,164700,35959,102300
2024-08-23,77700,185500,164900,35935,102230
2024-08-26,76100,179600,170700,35745,102365
2024-08-27,75800,175000,167900,35564,102167
2024-08-28,76400,179300,163800,35627,102230
2024-08-29,74000,169700,164900,35156,102095
2024-08-30,74300,173700,169100,35339,102095
2024-09-02,74400,174000,166600,35300,102086
2024-09-03,72500,168300,165300,35005,102072
2024-09-04,70000,154800,157500,33788,102181
2024-09-05,69000,159400,159800,33735,102286
2024-09-06,68900,156400,157200,33433,102401
2024-09-09,67500,157000,155000,33208,102353
2024-09-10,66200,155500,159000,33067,102406
2024-09-11,64900,157200,156400,32755,102481
2024-09-12,66300,168800,160000,33505,102401
2024-09-13,64400,162800,160100,33577,102486
2024-09-19,63100,152800,160600,33519,102573
2024-09-20,63000,157100,159900,33601,102600
2024-09-23,62600,162000,166700,33705,102505
2024-09-24,63200,163500,168000,34108,102515
2024-09-25,62200,165300,166200,33606,102671
2024-09-26,64700,180900,170900,34736,102671
2024-09-27,64200,183800,170400,34596,102629
2024-09-30,61500,174600,169400,33803,102701
2024-10-02,61300,169100,168200,33447,102797
2024-10-04,60600,174100,170700,33433,102654
2024-10-07,61000,184900,166100,33963,102257
2024-10-08,60300,178000,166200,33705,102401
2024-10-10,58900,186700,172400,33769,102320
2024-10-11,59300,186000,173300,33811,102376
2024-10-14,60800,187500,171400,34212,102453
2024-10-15,61000,192900,175200,34332,102500
2024-10-16,59500,188700,177000,34022,102581
2024-10-17,59700,196000,175000,34099,102591
2024-10-18,59200,187300,176800,33900,102530
2024-10-21,59000,190900,176800,33997,102568
2024-10-22,57700,187800,171200,33501,102467
2024-10-23,59100,196000,172500,33933,102415
2024-10-24,56600,198200,172100,33651,102644
2024-10-25,55900,201000,167800,33676,102666
2024-10-28,58100,196000,170400,33983,102495
2024-10-29,59600,190300,169200,34071,102463
2024-10-30,59100,195000,174400,33744,102520
2024-10-31,59200,186300,170000,33298,102515
2024-11-01,58300,182200,169700,33064,102544
2024-11-04,58700,194000,175700,33615,102568
2024-11-05,57600,193200,176500,33426,102620
2024-11-06,57300,195800,176300,33347,102486
2024-11-07,57500,197400,179700,33332,102610
2024-11-08,57000,200500,174600,33293,102725
2024-11-11,55000,192600,176000,32756,102720
2024-11-12,53000,185800,181400,32072,102782
2024-11-13,50600,182900,182200,31252,102658
2024-11-14,49900,173000,188500,31119,102701
2024-11-15,53500,178200,190000,31345,102662
2024-11-18,56700,171700,190800,32072,102720
2024-11-19,56300,170600,193000,32185,102858
2024-11-20,55300,170600,193100,32250,102877
2024-11-21,56400,168800,189700,32288,103039
2024-11-22,56000,176700,190000,32575,103077
2024-11-25,57900,177000,193200,32957,103221
2024-11-26,58300,177100,195600,32854,103241
2024-11-27,56300,168300,203000,32600,103326
2024-11-28,55500,161100,204500,32502,103631
2024-11-29,54200,159900,206500,31886,103755
2024-12-02,53600,158800,203500,31945,103884
2024-12-03,53600,164900,209000,32414,103827
2024-12-04,53100,168000,202500,31975,103728
2024-12-05,53700,173000,204000,31750,103746
2024-12-06,54100,167100,204500,31588,103713
2024-12-09,53400,168900,201500,30803,103813
2024-12-10,54000,170400,209000,31427,103896
2024-12-11,54000,171800,218000,31755,103843
2024-12-12,55900,176100,208000,32210,103788
2024-12-13,56100,175500,210000,32354,103876
2024-12-16,55600,179300,214000,32240,103784
2024-12-17,54200,184000,209500,31866,103586
2024-12-18,54900,183500,212500,32316,103813
2024-12-19,53100,175000,209500,31583,103572
2024-12-20,53000,168500,210000,31129,103519
2024-12-23,53500,169600,201000,31652,103606
2024-12-24,54400,168500,202500,31677,103486
2024-12-26,53600,170100,199900,31490,103471
2024-12-27,53700,174500,197700,31403,103500
2024-12-30,53200,173900,198900,31321,103534
